Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC154,not_covered,weak,TC154 describes decomposing a requirement and sending a decompose event; it does not mention DOORS or any 3rd-party requirements management tool or assert storage/management of requirements in such a tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC155,not_covered,weak,TC155 covers refining a requirement and related event messaging but contains no reference to DOORS or to managing requirements in a 3rd-party tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC156,not_covered,weak,TC156 describes modifying a requirement and sending a modify event; there is no mention of DOORS or managing requirements in a 3rd-party tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC158,not_covered,weak,TC158 addresses merging requirements and event messages; it does not reference DOORS or any 3rd-party requirements management tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC162,covered,partial,"The test explicitly shows the system polling DOORS for requirement information, which demonstrates integration with the DOORS tool and therefore behavior consistent with requirements being managed in a 3rd-party tool. Confidence is partial because the test demonstrates interaction with DOORS for a specific event flow but does not assert all possible behaviors, boundaries, or negative paths related to 'requirements shall be managed' (e.g., CRUD operations, error handling, or confirmation that all requirements reside exclusively in DOORS).",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC141,not_covered,weak,Test TC141 concerns establishing a trace between a UML artifact and a requirement by a registered subscriber. It does not assert management of non-requirement artifacts in 3rd-party tools nor integration with Rational Rose or ClearCase.,—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC142,not_covered,weak,"Test TC142 describes a non-registered subscriber attempting to establish a trace between a UML artifact and a requirement; it does not mention managing non-requirement artifacts or any interaction with 3rd-party tools (Rational Rose, ClearCase). No assertions relate to storing or managing artifacts in external tools.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC154,not_covered,weak,Test TC154 describes decomposing a requirement and temporary links; no mention of non-requirement artifact management or integration with specified third-party tools.,—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC155,not_covered,weak,Test TC155 concerns refining a requirement and link creation; it does not cover management of non-requirement artifacts or interactions with Rational Rose/ClearCase.,—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC157,not_covered,weak,Test TC157 covers deleting a requirement and resulting link status changes; it does not address handling or management of non-requirement artifacts in third-party tools.,—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC162,not_covered,weak,"Test TC162 describes event server constructing composite messages and polling DOORS for requirement info. Although it mentions an external tool (DOORS), it addresses requirement-related data aggregation, not management of non-requirement artifacts in tools like Rational Rose or ClearCase.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC165,not_covered,weak,Test TC165 addresses user processing of event messages and updating links; it does not reference managing non-requirement artifacts or using third-party tools for artifact management.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC141,partially_covered,partial,This test (TC141) directly asserts the positive half of the requirement: a registered subscriber is able to establish a trace. It verifies permission for registered subscribers but does not by itself demonstrate enforcement against non-registered subscribers.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC142,partially_covered,partial,"This test (TC142) directly asserts the negative half of the requirement: when the subscriber is not registered, an attempt to establish a trace results in no trace being established. It verifies prohibition but does not by itself assert that registered subscribers can establish traces (the positive permission).",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC143,not_covered,weak,TC143 verifies that a subscriber can register with a subscriber manager (registration flow). This is supportive infrastructure for the requirement but does not itself verify that only registered subscribers may establish traces.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC144,not_covered,weak,TC144 describes failing to complete registration and removal from the system; it does not assert trace establishment behavior or enforcement of trace creation rules.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC146,not_covered,weak,TC146 concerns subscriber manager registration with an event server; it does not assert or verify trace-establishment permissions tied to subscriber registration.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC149,not_covered,weak,TC149 concerns event notification storage for registered subscribers and does not assert any behavior about establishing traces or restricting trace establishment to registered subscribers.,—
RQ103,RQ103 A user shall register as a subscriber.,TC142,not_covered,weak,"This test addresses behavior of a non-registered subscriber attempting to establish a trace; it verifies that non-registered users cannot perform a trace, but does not verify that a user can register as a subscriber.",—
RQ103,RQ103 A user shall register as a subscriber.,TC143,covered,full,"This test explicitly exercises and asserts successful registration: the steps state the subscriber registers itself and the postcondition asserts the subscriber is registered under the subscriber manager, directly matching the requirement that a user shall register as a subscriber. The requirement is simple and the test covers the happy path implied.",—
RQ103,RQ103 A user shall register as a subscriber.,TC144,not_covered,weak,"This test describes a failure/exit from the registration process and asserts removal from the system. It is topically related to registration but does not assert successful registration, so it does not verify the requirement that a user shall register as a subscriber.",—
RQ103,RQ103 A user shall register as a subscriber.,TC146,not_covered,weak,"This test covers Subscriber Manager registration with an event server, which is unrelated to a user registering as a subscriber; no assertion verifies the user registration requirement.",—
RQ103,RQ103 A user shall register as a subscriber.,TC147,not_covered,weak,This test concerns publishing events in real time and subscriber manager subscriptions; it does not assert or exercise a user registering as a subscriber.,—
RQ103,RQ103 A user shall register as a subscriber.,TC149,not_covered,weak,This test concerns event notification delivery and storage for registered subscribers; it assumes subscribers exist but does not exercise or assert the act of a user registering as a subscriber.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC143,covered,full,"This test explicitly performs the registration action ('The subscriber registers itself with the subscriber manager') and asserts the postcondition that the subscriber is registered under the subscriber manager. This directly matches the requirement's mandated behaviour (happy path) including the outcome, so it fully verifies the requirement.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC144,partially_covered,partial,"This test explicitly exercises the negative path where the subscriber does not register itself under a subscriber manager and asserts the resulting system behavior (removal). It does not verify the positive behaviour 'on registration the subscriber shall register itself under the control of a subscriber manager', but it is relevant to error/negative handling of registration, therefore partially covers requirement-related behavior.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC146,not_covered,weak,"This test concerns the subscriber manager registering with an event server, not the subscriber's registration under a subscriber manager. No assertion in the test exercises or verifies subscriber registration behavior.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC147,not_covered,weak,"This test addresses event publication and subscriber manager subscriptions; it does not include actions or assertions that a subscriber registers itself under a subscriber manager, so it does not verify the requirement.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC149,not_covered,weak,This test focuses on event notification storage by a subscriber manager for registered subscribers. It presumes registration but contains no steps or assertions that perform or verify subscriber registration under a subscriber manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC150,not_covered,weak,"This test assumes the subscriber manager already has registered subscribers and tests event notification processing. It does not exercise or assert the subscriber registration action or outcome, so it does not verify the requirement.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC141,covered,full,The test explicitly instructs a subscriber to establish a trace between a UML artifact and a requirement and states the postcondition that a trace is established. This directly implements the core requirement: creating a trace between an artifact and a requirement (semantic equivalence to establishing a subscription from an artifact to the requirement). Both action and success postcondition are present.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC142,partially_covered,partial,This negative test verifies behavior when an unregistered subscriber attempts to create a trace (subscription). It exercises error handling/permission aspects relevant to establishing subscriptions but does not demonstrate successful subscription establishment; therefore it partially covers the requirement by validating a related negative scenario.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,partially_covered,partial,"This test shows that subscriber managers can be subscribed to requirements and that events are delivered to subscribers, which demonstrates the existence and use of subscriptions. However, it does not show the explicit act of establishing a subscription from an artifact to a requirement (the creation step), so it only partially verifies the requirement.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC155,partially_covered,partial,"This test demonstrates establishing links between requirements (refinements). While it shows trace/link creation, it concerns requirement-to-requirement links rather than traces between requirements and other artifact types or subscriptions originating from an artifact. Thus it partially overlaps with the concept of trace establishment but does not fully satisfy the requirement's artifact-subscription dimension.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC162,not_covered,weak,This test describes event composition and identifying related requirements for subscribers. It references subscribers and requirements linked to artifacts but does not assert any action that establishes a trace/subscription from an artifact to a requirement. It is topically related but does not verify establishment of subscriptions/traces.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC143,partially_covered,partial,"This test directly asserts that a subscriber is registered under a subscriber manager (maps to 'placed under the control'). However, it exercises only the subscriber artifact type and only the positive registration path; it does not demonstrate that every artifact type is placed under control nor shows enforcement for all artifacts, boundaries, or persistence. Therefore partial coverage.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC144,partially_covered,partial,"This test exercises a negative/error path related to registration with a subscriber manager: it shows the system's behavior when a subscriber does not become registered (removed). It provides coverage for error handling for subscriber artifacts, but does not prove the broader requirement that each artifact (all artifact types) shall be placed under control, nor demonstrate mechanisms ensuring placement for all artifacts. Thus partial coverage for the requirement.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC146,not_covered,weak,"This test verifies that a subscriber manager registers with the event server. It does not assert that artifacts are placed under the control of a subscriber manager, so it does not provide evidence for the requirement.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC147,not_covered,weak,This test concerns publishing an event and that a subscriber manager is subscribed to a requirement and receives a notification. It does not assert that an artifact is placed under control of a subscriber manager.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC162,not_covered,weak,"This test shows the event server constructing composite messages by identifying requirements linked to the same artifact and sending messages to subscribers. It does not assert that the artifact is placed under the control of a subscriber manager, nor that placement is enforced for all artifacts.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC164,not_covered,weak,Test concerns ordering of event message processing by a subscriber manager. It references a subscriber manager receiving messages but contains no assertion that artifacts are placed under the control of a subscriber manager; it does not verify placement or registration of artifacts.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC143,not_covered,weak,"This test covers subscriber registration, not deletion of subscriptions; no delete action or postcondition related to subscriptions is present.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC144,not_covered,weak,This test describes a subscriber failing to register and being removed; it does not exercise or assert deletion of subscriptions by the user.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC145,covered,full,"The test explicitly exercises the user deleting a subscription and states the postcondition that the subscription has been deleted, directly satisfying the requirement's observable behavior.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC147,not_covered,weak,This test addresses publishing events to subscriber managers and does not include steps or assertions about deleting subscriptions.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC157,not_covered,weak,This test concerns deleting a requirement and associated link/status behavior; it does not mention subscriptions or deleting subscriptions.,—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC143,not_covered,weak,"TC143 concerns a subscriber registering with a subscriber manager, not the subscriber manager registering with the eventserver; it does not exercise or assert the manager-to-eventserver registration behavior.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,partially_covered,partial,"TC146 explicitly asserts that the subscriber manager registers its IP, port, and name with the event server and postcondition states the manager is registered. This directly exercises the registration action in the requirement, but the test does not demonstrate the consequential receipt of relevant event messages or error/negative paths, so it only partially covers the full requirement intent.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC148,not_covered,weak,TC148 verifies that an offline subscriber manager can retrieve missed events when coming online. It shows receipt after reconnection but does not assert the initial registration of the subscriber manager with the eventserver.,—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,not_covered,weak,"TC149 verifies that a subscriber manager can receive and store an event for a registered subscriber, but it does not assert that the subscriber manager registers itself with the eventserver. The precondition refers to subscribers registered under the manager, not the manager's registration with the eventserver.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,not_covered,weak,TC150 focuses on receipt and processing of speculative event notifications; it assumes local subscriber registration and does not assert that the subscriber manager registers itself with the eventserver.,—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,partially_covered,partial,"TC161 demonstrates that the event server holds and uses information (subscriber manager identity, IP and port) to send notifications and that subscriber managers receive event messages. This addresses the requirement purpose (receiving relevant event messages) but does not explicitly show the manager performing the registration action with the eventserver; thus it partially supports the requirement when combined with an explicit registration test.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,covered,full,"The test explicitly sets the subscriber manager online in Preconditions, names the scenario 'An event is published in real time', and the Steps state 'An event notification is sent to the relevant subscriber manager.' Together these cover the online condition, the server sending the notification (push behavior), and the real-time intent expressed in the test title.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC148,not_covered,weak,This test describes the subscriber manager coming online and downloading missed events that were stored while it was offline (pull/download). It exercises offline-to-online recovery (pull) rather than the push-in-real-time behavior required when the manager is online.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_covered,partial,"The test documents that an event notification is sent and received by the subscriber manager and stored locally, which aligns with push delivery. However it lacks an explicit precondition stating the manager is online and contains no timing/assertion that delivery was 'in real time' or automated assertions verifying the push modality, so it only partially verifies the requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_covered,partial,"This test shows the subscriber manager receives and processes an event notification (covers delivery aspect). It does not explicitly assert the 'online' precondition nor explicitly assert 'real time' delivery or provide automated checks for timing or push-vs-pull behavior, so coverage is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,covered,full,This test explicitly describes the event server building and sending notification messages to subscriber managers (push behavior) and a postcondition that the message is received. It therefore verifies the push delivery behavior; combined with the test context this satisfies the requirement's core elements.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC146,not_covered,weak,TC146 addresses registration of the subscriber manager with the event server (IP/port/name). Registration is a different behaviour than pulling outstanding messages on initial startup and does not assert retrieval of stored notifications.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC147,not_covered,weak,TC147 describes real-time publishing of an event to an online subscriber manager; it does not cover the initial offline-to-online transition and pulling outstanding messages.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,covered,full,"The test (TC148) explicitly exercises the scenario where the subscriber manager is offline while the event server has stored undelivered notifications, the subscriber manager then 'comes online' and the postcondition asserts it 'has successfully downloaded the relevant event notifications from the event server.' This directly implements the requirement's behaviour (initial startup triggers retrieval of outstanding messages).",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC149,not_covered,weak,TC149 describes receiving a non-speculative event and storing it in the local event log; it does not describe the initial pull-from-server behaviour when the subscriber manager first comes online.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC150,not_covered,weak,TC150 covers receipt and processing of a speculative event notification while the manager is already registered/online; it does not exercise the initial 'comes on line' pull of outstanding events.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC164,not_covered,weak,TC164 addresses ordering of processing of received events; it does not reference initial startup behaviour or pulling outstanding messages from the event server.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,covered,full,"This test describes a real-time publication scenario where the requirement changes and an event notification is sent to the relevant subscriber manager that subscribed to the requirement, directly demonstrating receipt for managed artifacts.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC148,covered,full,"This test verifies that when a subscriber manager comes online it downloads stored event notifications intended for it, demonstrating receipt of notifications on behalf of managed artifacts in a reconnect/recovery scenario.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,covered,full,The test explicitly sends an event to the subscriber manager for a registered subscriber and asserts that the relevant subscriber manager receives the event notification (and stores it). This directly exercises the requirement's core behavior (receipt of notifications on behalf of managed artifacts).,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,covered,full,"This test describes sending a speculative event to a subscriber manager for a registered subscriber and asserts that the relevant subscriber manager receives and processes it, directly confirming receipt on behalf of managed artifacts.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,covered,full,"The test traces the event server identifying subscriber managers and sending notifications; the postcondition asserts receipt by each relevant subscriber manager on behalf of its managed subscribers, matching the requirement's scope and action.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC163,not_covered,weak,The test focuses on display ordering of events once messages exist (precondition: messages received for an artifact) but does not assert that the subscriber manager received those notifications on behalf of its managed artifacts nor exercise the receipt mechanism; therefore it does not provide direct evidence of the requirement.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC141,partially_covered,partial,"This test asserts the core happy-path action of creating/establishing a trace between an artifact and a requirement, directly demonstrating core trace management capability. It does not show retrieval, editing, deletion, persistence, or multi-artifact management, so coverage is partial.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_covered,partial,"This test verifies a negative authorization scenario for trace creation: when a non-registered subscriber attempts to establish a trace, no trace is created. That demonstrates enforcement of trace management policy (preventing unauthorized trace creation) but does not exercise other management functions (storage, retrieval, update, multi-artifact management).",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC143,not_covered,weak,"This test verifies subscriber registration with the subscriber manager (postcondition: subscriber is registered). Registration is a prerequisite for trace management but does not itself assert any trace management behavior, so it does not verify the requirement.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC146,not_covered,weak,"This test covers the subscriber manager registering with an event server (network/registration behavior). It does not assert any trace management behavior for artifacts, so it does not verify the requirement.",—
