Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ100,requirements.txt::chunk0,RQ100	Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,NO_TEST_CASE,no_assertion_evidence,weak,True,"The rows below are trace links, not assertion proof. There is no explicit evidence in tests or code that requirements are managed in a 3rd-party RM tool; therefore the supplied evidence is insufficient to verify the requirement."
RQ101,requirements.txt::chunk1,RQ101	Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,NO_TEST_CASE,no_assertion_evidence,weak,True,"None of the provided candidate tests or supporting code reference management of non-requirement artifacts in 3rd-party tools (Rational Rose or Clear case). Candidate tests focus on trace operations, link state changes, requirement lifecycle events, and subscriber registration behavior. There is no evidence of any test asserting (1) that artifacts are persisted to or synchronized with Rational Rose or Clear case, (2) that the system speaks the required APIs/protocols for those tools, or (3) error/failure behaviors when interacting with such tools."
RQ102,requirements.txt::chunk2,RQ102	Only registered subscribers shall be allowed to establish traces.,TC141,partially_verified,full,True,"Direct positive assertion that a registered subscriber can establish a trace, satisfying the allow clause for the exercised scenario."
RQ102,requirements.txt::chunk2,RQ102	Only registered subscribers shall be allowed to establish traces.,TC142,partially_verified,full,True,"Direct negative assertion that an unregistered subscriber is prevented from creating a trace, satisfying the prohibition clause for the exercised scenario."
RQ103,requirements.txt::chunk3,RQ103	A user shall register as a subscriber.,TC143,partially_verified,full,True,"Contains explicit step and postcondition stating the subscriber registers and is registered under the subscriber manager, directly addressing the requirement that a user shall register as a subscriber."
RQ103,requirements.txt::chunk3,RQ103	A user shall register as a subscriber.,TC144,partially_verified,partial,True,"Exercises a negative/abort registration path and asserts removal, but does not assert successful registration or the postcondition of being registered under the subscriber manager."
RQ104,requirements.txt::chunk4,RQ104	On registration a subscriber shall register itself under the control of a subscriber manager,TC143,partially_verified,full,True,The test explicitly performs the registration action and asserts the postcondition that the subscriber is registered under the subscriber manager.
RQ105,requirements.txt::chunk5,RQ105	The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC141,partially_verified,full,True,"Direct affirmative steps and postcondition assert that a subscriber establishes a trace and that the trace exists, covering the core happy path for trace creation with a UML artifact."
RQ105,requirements.txt::chunk5,RQ105	The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC142,partially_verified,partial,True,"Provides an explicit negative case (non-registered subscriber) demonstrating failure to establish a trace, but does not cover artifact-originated subscription or other required behaviors."
RQ105,requirements.txt::chunk5,RQ105	The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,partially_verified,weak,True,Shows consequences of an existing subscription (notifications) which corroborates subscription semantics but does not demonstrate subscription/trace creation itself.
RQ106,requirements.txt::chunk6,RQ106	Each artifact shall be placed under the control of a subscriber manager,TC143,partially_verified,partial,True,Directly asserts placement for a subscriber artifact but does not prove the universal requirement 'Each artifact'.
RQ106,requirements.txt::chunk6,RQ106	Each artifact shall be placed under the control of a subscriber manager,TC144,partially_verified,partial,True,"Asserts enforcement when a subscriber fails to register, supporting operational control but not demonstrating placement for all artifact types or other required behaviors."
RQ107,requirements.txt::chunk7,RQ107	The user shall be able to delete subscriptions.,TC145,assertions_verified,full,False,"The test issues the delete action and asserts the subscription no longer exists, directly verifying the requirement."
RQ108,requirements.txt::chunk8,RQ108	A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,assertions_verified,full,False,Directly asserts the subscriber manager performs registration and the postcondition that it is registered.
RQ108,requirements.txt::chunk8,RQ108	A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC148,assertions_verified,partial,False,Asserts recovery/download of missed events from the event server but does not assert the registration action.
RQ108,requirements.txt::chunk8,RQ108	A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,assertions_verified,partial,False,Asserts reception and persistence of notifications but does not assert the registration step.
RQ108,requirements.txt::chunk8,RQ108	A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,assertions_verified,partial,False,Asserts receipt and processing of notifications but lacks an assertion of registration itself.
RQ108,requirements.txt::chunk8,RQ108	A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,assertions_verified,partial,False,Asserts receipt of event messages by subscriber managers but does not itself assert the registration action.
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,assertions_verified,full,False,"Contains 'At least one subscriber manager is online at its designated IP address and port.', 'An event is published in real time', and 'An event notification is sent to the relevant subscriber manager.' which directly assert the requirement's condition, action, and timing."
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,assertions_verified,partial,False,Shows push send and receipt ('An event notification is sent...' and 'The relevant subscriber manager receives the event notification.') but lacks the explicit online precondition and explicit 'real time' wording.
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,assertions_verified,partial,False,Shows push send and receipt ('An event notification is sent...' and 'The relevant subscriber manager receives the event notification.') but does not assert the online precondition or real-time timing.
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,assertions_verified,partial,False,"Explicitly describes server sending notifications to subscriber managers ('...sends it to each relevant subscriber manager.') demonstrating push behavior, but lacks an explicit online precondition and explicit 'real time' statement."
RQ110,requirements.txt::chunk10,RQ110	Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,assertions_verified,full,False,"The test's precondition (manager offline and event server has stored an undelivered notification), step (manager comes online), and postcondition ('has successfully downloaded the relevant event notifications from the event server') directly verify the pull-on-start behavior."
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC148,assertions_verified,full,False,Postcondition explicitly verifies missed-delivery recovery by asserting the subscriber manager downloaded previously undelivered notifications.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,assertions_verified,full,False,Direct assertion that the subscriber manager receives the event notification and verifies storage in the local event log.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,assertions_verified,full,False,Direct assertion that the subscriber manager receives the event notification and verifies processing according to protocols.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,assertions_verified,full,False,Postcondition explicitly states that the event message is received by each relevant subscriber manager on behalf of its managed subscribers.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,assertions_verified,partial,False,Shows the sending/publishing path to a subscriber manager but lacks an explicit assertion that the manager receives or processes the notification.
RQ112,requirements.txt::chunk12,RQ112	A subscriber manager shall manage traces for one or more artifacts.,TC141,partially_verified,full,True,"Directly demonstrates creation/establishment of a trace between an artifact and a requirement, which is core to the requirement."
RQ112,requirements.txt::chunk12,RQ112	A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_verified,partial,True,"Shows a negative control that a non-registered subscriber cannot establish a trace, but does not cover positive management operations or lifecycle behaviors."
RQ113,requirements.txt::chunk13,RQ113	On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_verified,partial,True,Test shows parsing to determine a speculative event but does not show handling or identification for evolutionary events or that differentiation is consistently performed on receipt.
RQ113,requirements.txt::chunk13,RQ113	On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_verified,weak,True,Test documents handling of a non-speculative event but does not explicitly state that the subscriber manager performed classification at receipt (the test name labels the event non-speculative without an explicit parse/decision step).
RQ114,requirements.txt::chunk14,RQ114	The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,assertions_verified,full,False,"The test postcondition directly asserts that upon receiving a non-speculative event notification the subscriber manager stores the event notification message in the local event log, which matches the requirement to store evolutionary events."
RQ115,requirements.txt::chunk15,RQ115	The user shall be able to construct speculative queries using a GUI.,TC151,assertions_verified,full,False,"The test step explicitly instructs the user to construct a speculative query via a GUI tool and the postcondition observes a speculative event, directly matching the requirement's core behavior."
RQ116,requirements.txt::chunk16,RQ116	The subscriber manager shall immediately process speculative events.,TC150,partially_verified,partial,True,Verifies receipt and processing of speculative event notifications but does not assert immediacy (timing/latency) nor edge/error or concurrency handling.
RQ116,requirements.txt::chunk16,RQ116	The subscriber manager shall immediately process speculative events.,TC152,partially_verified,partial,True,Contains concrete processing steps for speculative events (satisfies functional 'process' behavior) but explicitly lacks any timing/latency assertion for 'immediately' and does not cover error or concurrency behaviors.
RQ117,requirements.txt::chunk17,RQ117	The subscriber manager shall re execute the model using the speculative values.,TC152,assertions_verified,full,False,"The test step explicitly describes injection of speculative values and re-execution of the model, directly satisfying the requirement."
RQ118,requirements.txt::chunk18,RQ118	The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_verified,partial,True,TC152 asserts model re-execution and returning collated results but does not assert the results explicitly indicate negative impacts on other requirements/constraints.
RQ118,requirements.txt::chunk18,RQ118	The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC156,partially_verified,partial,True,"TC156 asserts links are set to tentative status (impact metadata), but does not assert detection or explicit reporting that a speculative change negatively impacts requirements/constraints."
RQ119,requirements.txt::chunk19,RQ119	The subscriber manager shall restore the executable model to its prior state.,TC152,assertions_verified,full,False,"The test step explicitly states the restoration action and the postcondition repeats that the performance model is restored to its original state, directly matching the requirement."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC153,partially_verified,partial,True,"States 'The trigger driver is running.' and asserts 'A new event message is sent', covering a happy-path driver-triggered add event."
