Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC154,not_covered,weak,"TC154 describes decomposing a requirement and related post-conditions (temporary links, event messages) but contains no mention of DOORS or any 3rd party management tool; it provides no evidence that requirements are managed in DOORS.",—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC155,not_covered,weak,"TC155 covers refining a requirement and establishing temporary links, but it does not reference DOORS or any external requirements management tool, so it provides no verification evidence for RQ100.",—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC156,not_covered,weak,"TC156 addresses modifying a requirement with expected messages and link status changes, but it contains no reference to DOORS or explicit management in a 3rd party tool; thus it does not provide evidence for RQ100.",—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC158,not_covered,weak,TC158 describes merging requirements and assignment of links but does not mention DOORS or another 3rd party requirements tool; it therefore does not verify the requirement.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC162,partially_covered,partial,"TC162 explicitly exercises a flow that polls DOORS to obtain requirement-related information, directly demonstrating use of DOORS as a requirements repository. However, the test describes a single composite-event flow and does not assert that all requirements are managed in DOORS, nor does it verify CRUD enforcement, error handling, or universal policy compliance. Therefore it partially supports RQ100.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC141,not_covered,weak,"TC141 tests establishing a trace between a UML artifact and a requirement by a registered subscriber. It does not reference or assert management of non-requirement artifacts in third-party tools (Rational Rose or ClearCase), so it does not verify RQ101.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC142,not_covered,weak,"TC142 addresses a non-registered subscriber attempting to establish a trace between a UML artifact and a requirement. It does not mention third-party tools (Rational Rose, ClearCase) nor managing non-requirement artifacts in such tools, so it does not verify RQ101.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC154,not_covered,weak,"TC154 tests decomposing a requirement and temporary links creation; it does not reference 3rd-party tool management of non-requirement artifacts (Rational Rose, ClearCase), so it does not verify RQ101.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC155,not_covered,weak,"TC155 covers refining a requirement and sending refine events; it focuses on requirement management and temporary links, not on storing or managing non-requirement artifacts in third-party tools, so it does not verify RQ101.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC157,not_covered,weak,"TC157 covers deletion of a requirement and related link status changes; it addresses requirement lifecycle, not management of non-requirement artifacts in third-party tools, so it does not verify RQ101.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC162,not_covered,weak,"TC162 concerns the event server constructing composite event messages and polling DOORS for quantitative information; it does not mention managing non-requirement artifacts in third-party tools such as Rational Rose or ClearCase, so it does not verify RQ101.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC165,not_covered,weak,"TC165 focuses on user processing of event messages and updating links in the event server. It makes no assertions about storing or managing non-requirement artifacts in third-party tools, so it does not verify RQ101.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC141,partially_covered,partial,"This test (TC141) exercises the positive/happy path: a registered subscriber establishes a trace and the postcondition asserts success. It demonstrates that registered subscribers can create traces, but alone it does not prove the prohibition against unregistered subscribers or boundary/error cases, so coverage is partial.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC142,partially_covered,partial,"This test (TC142) directly exercises a negative case: an unregistered subscriber attempts to establish a trace and the postcondition asserts that no trace is established. That verifies the 'only registered' prohibition for at least this negative scenario. It is partial because it is a single negative scenario and does not cover other boundary/error cases (e.g., expired registration, revoked registration, ambiguous registration state).",—
