Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC154,not_covered,weak,TC154 focuses on decomposing a requirement and temporary linking but does not reference DOORS or demonstrate management of requirements in a third-party RM tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC155,not_covered,weak,TC155 covers refining a requirement and establishing temporary links; it does not mention DOORS or verify that requirements are managed in a 3rd-party RM tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC156,not_covered,weak,TC156 describes modifying a requirement and related event messaging but contains no reference to DOORS or verification that requirements are managed in a third-party RM tool.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC158,not_covered,weak,TC158 describes merging requirements and post-conditions for merge behavior but contains no mention of DOORS or third-party requirement management; it does not verify that requirements are managed in DOORS.,—
RQ100,RQ100 Requirements shall be managed in a 3rd party requirements management tool such as DOORS.,TC162,partially_covered,partial,"This test explicitly references polling DOORS to obtain requirement-related quantitative information, which shows use of DOORS in runtime behavior. However it does not assert that requirements are stored/managed in DOORS as the authoritative RM tool, nor does it verify CRUD, synchronization, access control, or error handling with DOORS. Therefore it provides partial evidence of the requirement.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC141,not_covered,weak,"TC141 mentions establishing a trace between a UML artifact and a requirement (UML artifact is a non-requirement artifact type). However it does not assert or verify that the UML artifact is managed in a third-party tool (Rational Rose/ClearCase) or that management/integration with such tools occurs. No assertion about storage location, tool integration, or management in 3rd party tools is present.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC154,not_covered,weak,"TC154 concerns decomposing requirements and sending decompose event messages. It addresses requirement decomposition and temporary links, but does not mention non-requirement artifacts or their management in third-party tools.",—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC155,not_covered,weak,TC155 describes refining a requirement and establishing temporary links; it does not reference non-requirement artifacts or management in third-party tools such as Rational Rose or ClearCase.,—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC157,not_covered,weak,TC157 covers deleting a requirement and link status changes; it does not address non-requirement artifacts or management in Rational Rose/ClearCase or other third-party tools.,—
RQ101,RQ101 Non-requirement artifacts shall be managed in 3rd party tools such as Rational Rose or Clear case,TC162,not_covered,weak,"TC162 focuses on constructing composite event messages and polling DOORS for quantitative information. It references linking related requirements and DOORS, but does not reference management of non-requirement artifacts in Rational Rose or ClearCase, nor any verification of such management.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC141,covered,full,"The test sets the precondition that the subscriber is registered, exercises establishing a trace, and asserts that a trace is established. This directly verifies the positive half of the requirement (registered subscribers are allowed to establish traces).",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC142,covered,full,"The test explicitly sets the precondition that the subscriber is not registered, attempts to establish a trace, and asserts as a postcondition that no trace is established. This directly verifies the negative half of the requirement (unregistered subscribers are not allowed to establish traces).",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC143,not_covered,weak,"This test asserts that a subscriber registers with a subscriber manager (postcondition: subscriber is registered). It verifies a prerequisite (registration) but does not itself exercise or assert trace establishment or denial, so it does not directly verify the requirement.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC144,not_covered,weak,"This test covers a subscriber failing to register and being removed. It addresses registration failure handling but does not assert behavior about establishing traces, so it does not verify the requirement.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC146,not_covered,weak,This test concerns the subscriber manager registering with an event server and does not exercise subscriber trace-establishment behavior; it does not verify the requirement.,—
